"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
62,3444,"one_slider",11,"Gabriel",0.27,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
62,4944,"one_slider",12,"Greg",0.75,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
62,4892,"one_slider",13,"Angela",0.76,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
62,5315,"one_slider",14,"Anthony",0.69,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","male",0,"most uninteresting","uninteresting"
62,3765,"one_slider",15,"Alicia",0.67,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
62,5086,"one_slider",16,"William",0.25,"wise","most wise","lexical","antonym","foolish","person","male",0,"most foolish","foolish"
63,5949,"one_slider",1,"Lee",0.07,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
63,3908,"one_slider",2,"Kathleen",0,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
63,4182,"one_slider",3,"Angela",1,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
63,3218,"one_slider",4,"Greg",0.75,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
63,2939,"one_slider",5,"Eric",0.75,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
63,3211,"one_slider",6,"David",0.12,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
63,2450,"one_slider",7,"Lucas",0,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
63,3033,"one_slider",8,"Stephen",0.76,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
63,2683,"one_slider",9,"John",0.02,"proud","most proud","lexical","neg_positive","not proud","person","male",0,"most humble","humble"
63,2924,"one_slider",10,"Julia",0,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
63,2931,"one_slider",11,"Veronica",0.65,"strong","strongest","lexical","positive","strong","person","female",1,"weakest","weak"
63,3482,"one_slider",12,"Claire",0.82,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
63,2187,"one_slider",13,"Kim",0.03,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
63,2714,"one_slider",14,"Jennifer",0.1,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
63,2225,"one_slider",15,"Anthony",0,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
63,2133,"one_slider",16,"Alicia",0.91,"loud","most loud","lexical","positive","loud","person","female",0,"most quiet","quiet"
64,6359,"one_slider",1,"Anthony",0.51,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
64,5315,"one_slider",2,"Maya",0.38,"fat","fattest","lexical","neg_positive","not fat","person","female",1,"skinniest","skinny"
64,5654,"one_slider",3,"Michelle",0.23,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
64,3918,"one_slider",4,"Julia",0.1,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
64,3096,"one_slider",5,"Laura",0.8,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
64,4821,"one_slider",6,"Melinda",0.23,"hard-working","most hard-working","lexical","antonym","lazy","person","female",0,"most lazy","lazy"
64,3649,"one_slider",7,"Stephen",0.1,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
64,3526,"one_slider",8,"Veronica",0.1,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
64,3616,"one_slider",9,"Monica",0.34,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
64,4134,"one_slider",10,"Greg",0.66,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
64,3406,"one_slider",11,"Alexander",0.28,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
64,4944,"one_slider",12,"John",0.59,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
64,3192,"one_slider",13,"Stephanie",0.69,"loud","most loud","lexical","positive","loud","person","female",0,"most quiet","quiet"
64,5149,"one_slider",14,"Kathleen",0.61,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
64,4279,"one_slider",15,"Lucas",0.61,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
64,3103,"one_slider",16,"Claire",0.34,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
65,7951,"one_slider",1,"Sophia",0.84,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
65,3249,"one_slider",2,"Michael",0.18,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
65,4297,"one_slider",3,"Melinda",0.12,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
65,6694,"one_slider",4,"Stephen",0.88,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
65,2598,"one_slider",5,"Veronica",0.16,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
65,2170,"one_slider",6,"Eric",0.1,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
65,2158,"one_slider",7,"Michelle",0.11,"fat","fattest","lexical","antonym","skinny","person","female",1,"skinniest","skinny"
65,2544,"one_slider",8,"David",0.89,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
65,3037,"one_slider",9,"Tom",0.86,"interesting","most interesting","morphological","neg_antonym","not uninteresting","person","male",0,"most uninteresting","uninteresting"
65,2396,"one_slider",10,"Alexander",0.89,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
65,6412,"one_slider",11,"Julia",0.88,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
65,2552,"one_slider",12,"Alicia",0.14,"successful","most successful","morphological","neg_positive","not successful","person","female",0,"most unsuccessful","unsuccessful"
65,5051,"one_slider",13,"Kim",0.88,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
65,50185,"one_slider",14,"Angela",0.93,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
65,14545,"one_slider",15,"Stephanie",0.17,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
65,3790,"one_slider",16,"Daniel",0.14,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
66,10438,"one_slider",1,"Alicia",0.19,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
66,4596,"one_slider",2,"Melinda",0.12,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
66,5962,"one_slider",3,"Michelle",0.62,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
66,7309,"one_slider",4,"Angela",0.51,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
66,4213,"one_slider",5,"Laura",0.25,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
66,4658,"one_slider",6,"Lucas",0.2,"wise","most wise","lexical","antonym","foolish","person","male",0,"most foolish","foolish"
66,4394,"one_slider",7,"Julia",0.34,"successful","most successful","morphological","neg_positive","not successful","person","female",0,"most unsuccessful","unsuccessful"
66,5487,"one_slider",8,"David",0.54,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
66,3481,"one_slider",9,"Tom",0.71,"fat","fattest","lexical","positive","fat","person","male",1,"skinniest","skinny"
66,4472,"one_slider",10,"Sophia",0.81,"loud","most loud","lexical","positive","loud","person","female",0,"most quiet","quiet"
66,4552,"one_slider",11,"Kathleen",0.52,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
66,3963,"one_slider",12,"Daniel",0.19,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
66,8343,"one_slider",13,"Cameron",0.71,"proud","most proud","lexical","neg_antonym","not humble","person","male",0,"most humble","humble"
66,3837,"one_slider",14,"Eric",0.79,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
66,4226,"one_slider",15,"Anthony",0.43,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
66,5509,"one_slider",16,"Maya",0.36,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
67,15726,"one_slider",1,"Angela",0.36,"intelligent","most intelligent","morphological","antonym","unintelligent","person","female",0,"most unintelligent","unintelligent"
67,4386,"one_slider",2,"Laura",0.36,"honest","most honest","morphological","neg_positive","not honest","person","female",0,"most dishonest","dishonest"
67,9852,"one_slider",3,"John",0.69,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
67,10233,"one_slider",4,"Anthony",0.22,"fat","fattest","lexical","antonym","skinny","person","male",1,"skinniest","skinny"
67,5027,"one_slider",5,"Michael",0.6,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
67,8730,"one_slider",6,"Claire",0.65,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
67,5871,"one_slider",7,"Cameron",0.7,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
67,8919,"one_slider",8,"Alicia",0.62,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
67,5439,"one_slider",9,"Lee",0.36,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
67,5930,"one_slider",10,"Eric",0.8,"rich","richest","lexical","positive","rich","person","male",1,"poorest","poor"
67,8446,"one_slider",11,"Alexander",0.38,"successful","most successful","morphological","neg_positive","not successful","person","male",0,"most unsuccessful","unsuccessful"
67,6342,"one_slider",12,"Julia",0.59,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
67,10107,"one_slider",13,"Veronica",0.35,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
67,6839,"one_slider",14,"Tom",0.66,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
67,12410,"one_slider",15,"Daniel",0.34,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
67,9156,"one_slider",16,"Kathleen",0.45,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
68,11415,"one_slider",1,"Angela",0.19,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
68,8332,"one_slider",2,"Veronica",0.86,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
68,6915,"one_slider",3,"Daniel",0.05,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
68,6647,"one_slider",4,"Kim",0.12,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
68,6130,"one_slider",5,"Jennifer",0.21,"rich","richest","lexical","antonym","poor","person","female",1,"poorest","poor"
68,5365,"one_slider",6,"William",0.71,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
68,9018,"one_slider",7,"Lee",0.61,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
68,4954,"one_slider",8,"Laura",0.79,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
68,3887,"one_slider",9,"John",0.81,"attractive","most attractive","morphological","positive","attractive","person","male",0,"most unattractive","unattractive"
68,5130,"one_slider",10,"Stephen",0.2,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
68,4983,"one_slider",11,"Sophia",0.12,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
68,6265,"one_slider",12,"Tom",0.59,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
68,9409,"one_slider",13,"Anthony",0.61,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
68,12463,"one_slider",14,"Melinda",0.27,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
68,7400,"one_slider",15,"Cameron",0.37,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
68,7597,"one_slider",16,"Eric",0.72,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
69,26926,"one_slider",1,"Cameron",0.25,"wise","most wise","lexical","antonym","foolish","person","male",0,"most foolish","foolish"
69,31184,"one_slider",2,"Monica",0.58,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
69,170331,"one_slider",3,"Maya",0.6,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
69,5390,"one_slider",4,"Melinda",0.36,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
69,3027,"one_slider",5,"Jennifer",0.34,"honest","most honest","morphological","neg_positive","not honest","person","female",0,"most dishonest","dishonest"
69,4253,"one_slider",6,"Michelle",0.19,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
69,3000,"one_slider",7,"Gabriel",0.89,"friendly","most friendly","morphological","positive","friendly","person","male",0,"most unfriendly","unfriendly"
69,4333,"one_slider",8,"Kathleen",0.7,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
69,6079,"one_slider",9,"William",0.2,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
69,2177,"one_slider",10,"Anthony",0.7,"beautiful","most beautiful","lexical","positive","beautiful","person","male",0,"most ugly","ugly"
69,3526,"one_slider",11,"Laura",0.62,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
69,3567,"one_slider",12,"Angela",0.21,"interesting","most interesting","morphological","antonym","uninteresting","person","female",0,"most uninteresting","uninteresting"
69,3068,"one_slider",13,"Michael",0.19,"brave","most brave","lexical","neg_positive","not brave","person","male",0,"most cowardly","cowardly"
69,1965,"one_slider",14,"Lee",0.26,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
69,1831,"one_slider",15,"Lucas",0.69,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
69,1978,"one_slider",16,"Stephen",0.68,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
70,4091,"one_slider",1,"Angela",0.18,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
70,3670,"one_slider",2,"Veronica",0.79,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
70,2158,"one_slider",3,"Melinda",0.25,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
70,2920,"one_slider",4,"Maya",0.78,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
70,1975,"one_slider",5,"Lucas",0.82,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
70,4367,"one_slider",6,"Michelle",0.69,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
70,2103,"one_slider",7,"Jennifer",0.28,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
70,1583,"one_slider",8,"Anthony",0.24,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
70,2311,"one_slider",9,"Stephanie",0.24,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
70,1743,"one_slider",10,"Tom",0.31,"brave","most brave","lexical","neg_positive","not brave","person","male",0,"most cowardly","cowardly"
70,5840,"one_slider",11,"Monica",0.33,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
70,4494,"one_slider",12,"David",0.26,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
70,1696,"one_slider",13,"Gabriel",0.28,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
70,3375,"one_slider",14,"Cameron",0.3,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
70,2959,"one_slider",15,"Kathleen",0.25,"hard-working","most hard-working","lexical","antonym","lazy","person","female",0,"most lazy","lazy"
70,1844,"one_slider",16,"Stephen",0.25,"loud","most loud","lexical","antonym","quiet","person","male",0,"most quiet","quiet"
71,9918,"one_slider",1,"Daniel",0.08,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
71,4908,"one_slider",2,"Anthony",0.19,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
71,4263,"one_slider",3,"Alexander",0.24,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
71,5895,"one_slider",4,"Eric",0.82,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
71,2832,"one_slider",5,"Greg",0.78,"beautiful","most beautiful","lexical","positive","beautiful","person","male",0,"most ugly","ugly"
71,4711,"one_slider",6,"William",0.12,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
71,3208,"one_slider",7,"Kim",0.84,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
71,3494,"one_slider",8,"Cameron",0.13,"fat","fattest","lexical","antonym","skinny","person","male",1,"skinniest","skinny"
71,3273,"one_slider",9,"Melinda",0.87,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
71,2744,"one_slider",10,"Maya",0.77,"interesting","most interesting","morphological","positive","interesting","person","female",0,"most uninteresting","uninteresting"
71,2567,"one_slider",11,"Jennifer",0.14,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
71,2799,"one_slider",12,"David",0.89,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
71,2576,"one_slider",13,"Lee",0.84,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
71,2751,"one_slider",14,"Michael",0.13,"mature","most mature","morphological","neg_positive","not mature","person","male",0,"most immature","immature"
71,4839,"one_slider",15,"Angela",0.88,"brave","most brave","lexical","positive","brave","person","female",0,"most cowardly","cowardly"
71,3887,"one_slider",16,"Sophia",0.18,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
72,7534,"one_slider",1,"Tom",1,"brave","most brave","lexical","positive","brave","person","male",0,"most cowardly","cowardly"
72,6741,"one_slider",2,"Greg",0.37,"loud","most loud","lexical","neg_positive","not loud","person","male",0,"most quiet","quiet"
72,4915,"one_slider",3,"Stephanie",0.53,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
72,3882,"one_slider",4,"Michael",0.72,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
72,3667,"one_slider",5,"Lee",0.32,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
72,2946,"one_slider",6,"Eric",0,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
72,3747,"one_slider",7,"Maya",0.63,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
72,3943,"one_slider",8,"Jennifer",0.15,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
72,3567,"one_slider",9,"Alicia",0.69,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
72,5342,"one_slider",10,"Angela",0.15,"intelligent","most intelligent","morphological","antonym","unintelligent","person","female",0,"most unintelligent","unintelligent"
72,2346,"one_slider",11,"Lucas",0.25,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
72,3181,"one_slider",12,"Claire",0.68,"interesting","most interesting","morphological","positive","interesting","person","female",0,"most uninteresting","uninteresting"
72,2153,"one_slider",13,"Laura",0.23,"rich","richest","lexical","neg_positive","not rich","person","female",1,"poorest","poor"
72,2172,"one_slider",14,"Sophia",0.22,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
72,2459,"one_slider",15,"Anthony",0.14,"tall","tallest","lexical","antonym","short","person","male",1,"shortest","short"
72,4796,"one_slider",16,"Stephen",0.57,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
73,4564,"one_slider",1,"William",0.59,"happy","happiest","morphological","neg_antonym","not unhappy","person","male",1,"unhappiest","unhappy"
73,2816,"one_slider",2,"Maya",0.75,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
73,3100,"one_slider",3,"Laura",0.29,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
73,2005,"one_slider",4,"Monica",0.64,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
73,2756,"one_slider",5,"Cameron",0.34,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
73,2006,"one_slider",6,"Jennifer",0.33,"polite","most polite","morphological","neg_antonym","not impolite","person","female",0,"most impolite","impolite"
73,2040,"one_slider",7,"Michael",0.42,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
73,1871,"one_slider",8,"Angela",0.39,"loud","most loud","lexical","neg_positive","not loud","person","female",0,"most quiet","quiet"
73,1932,"one_slider",9,"Claire",0.37,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
73,1575,"one_slider",10,"Greg",0.31,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
73,4984,"one_slider",11,"Eric",0.18,"successful","most successful","morphological","antonym","unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
73,2043,"one_slider",12,"Sophia",0.21,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
73,2262,"one_slider",13,"Stephanie",0.65,"friendly","most friendly","morphological","positive","friendly","person","female",0,"most unfriendly","unfriendly"
73,2978,"one_slider",14,"Lucas",0.45,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
73,2387,"one_slider",15,"John",0.7,"hard-working","most hard-working","lexical","positive","hard-working","person","male",0,"most lazy","lazy"
73,1684,"one_slider",16,"Kathleen",0.58,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
74,14526,"one_slider",1,"Maya",0.61,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
74,5359,"one_slider",2,"Lucas",0.22,"polite","most polite","morphological","antonym","impolite","person","male",0,"most impolite","impolite"
74,6328,"one_slider",3,"Stephen",0.24,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
74,6025,"one_slider",4,"Sophia",0.17,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
74,4104,"one_slider",5,"Alicia",0.75,"rich","richest","lexical","positive","rich","person","female",1,"poorest","poor"
74,8280,"one_slider",6,"Michelle",0.72,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
74,3336,"one_slider",7,"Melinda",0.75,"intelligent","most intelligent","morphological","positive","intelligent","person","female",0,"most unintelligent","unintelligent"
74,3200,"one_slider",8,"Alexander",0.1,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
74,3504,"one_slider",9,"Kim",0.78,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
74,4790,"one_slider",10,"Eric",0.17,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
74,4215,"one_slider",11,"Anthony",0.22,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
74,3808,"one_slider",12,"John",0.76,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","male",0,"most ugly","ugly"
74,3435,"one_slider",13,"Julia",0.75,"happy","happiest","morphological","positive","happy","person","female",1,"unhappiest","unhappy"
74,3691,"one_slider",14,"Veronica",0.2,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","female",0,"most lazy","lazy"
74,4455,"one_slider",15,"Monica",0.21,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
74,3303,"one_slider",16,"Angela",0.18,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
75,18261,"one_slider",1,"Anthony",1,"polite","most polite","morphological","neg_antonym","not impolite","person","male",0,"most impolite","impolite"
75,7738,"one_slider",2,"Greg",0.84,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
75,5532,"one_slider",3,"Cameron",0.19,"strong","strongest","lexical","antonym","weak","person","male",1,"weakest","weak"
75,5041,"one_slider",4,"Michael",0.1,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
75,6947,"one_slider",5,"Alicia",0.14,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
75,5152,"one_slider",6,"Julia",0.2,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
75,4817,"one_slider",7,"Daniel",0.21,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
75,4062,"one_slider",8,"Kathleen",0.16,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
75,4925,"one_slider",9,"Tom",0.19,"fat","fattest","lexical","neg_antonym","not skinny","person","male",1,"skinniest","skinny"
75,4444,"one_slider",10,"John",0.77,"rich","richest","lexical","positive","rich","person","male",1,"poorest","poor"
75,5218,"one_slider",11,"Claire",0.19,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
75,4982,"one_slider",12,"Lucas",0.76,"loud","most loud","lexical","neg_antonym","not quiet","person","male",0,"most quiet","quiet"
75,30529,"one_slider",13,"Stephen",0.12,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
75,9038,"one_slider",14,"Lee",0.79,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
75,3663,"one_slider",15,"Stephanie",0.73,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
75,4983,"one_slider",16,"Monica",0.08,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
76,10044,"one_slider",1,"Julia",0.54,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
76,5403,"one_slider",2,"Monica",0.36,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
76,5247,"one_slider",3,"David",0.62,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
76,6012,"one_slider",4,"Cameron",0.3,"loud","most loud","lexical","neg_positive","not loud","person","male",0,"most quiet","quiet"
76,4784,"one_slider",5,"Gabriel",0.7,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
76,3731,"one_slider",6,"Sophia",0.24,"successful","most successful","morphological","antonym","unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
76,4119,"one_slider",7,"Tom",0.14,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
76,3664,"one_slider",8,"Daniel",0.15,"fat","fattest","lexical","antonym","skinny","person","male",1,"skinniest","skinny"
