"workerid","rt","trial_type","trial_num","name","positive","negation","sentence_type","adjective","referent","gender","response","antonym"
17,2291,"one_slider",24,"Michelle","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.49,"young"
17,2267,"one_slider",25,"William","moral","morphological","neg_antonym","not immoral","person","male",0.48,"immoral"
17,2103,"one_slider",26,"Cameron","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","male",0.55,"lazy"
17,2239,"one_slider",27,"Sophia","educated","morphological","antonym","uneducated","person","female",0.2,"uneducated"
17,2016,"one_slider",28,"Melinda","tall","lexical","antonym","short","person","female",0.23,"short"
17,3965,"one_slider",29,"John","rich","lexical","neg_antonym","not poor","person","male",0.5,"poor"
17,4505,"one_slider",30,"Kim","moral","morphological","neg_positive","not moral","person","female",0.24,"immoral"
18,10084,"one_slider",1,"Michael","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","male",0.51,"immoral"
18,8051,"one_slider",2,"Eric","moral","morphological","antonym","immoral","person","male",0.2,"immoral"
18,3829,"one_slider",3,"Sophia","old","lexical","positive","old","person","female",0.85,"young"
18,5918,"one_slider",4,"Anthony","educated","morphological","antonym","uneducated","person","male",0.22,"uneducated"
18,6749,"one_slider",5,"Julia","brave","lexical","neg_positive","not brave","person","female",0.34,"cowardly"
18,7268,"one_slider",6,"Lucas","rich","lexical","neg_antonym","not poor","person","male",0.54,"poor"
18,5358,"one_slider",7,"Stephanie","friendly","morphological","antonym","unfriendly","person","female",0.2,"unfriendly"
18,3357,"one_slider",8,"Gabriel","rich","lexical","antonym","poor","person","male",0.23,"poor"
18,9455,"one_slider",9,"Melinda","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.45,"young"
18,5406,"one_slider",10,"Lee","tall","lexical","antonym","short","person","male",0.28,"short"
18,5166,"one_slider",11,"Cameron","friendly","morphological","neg_antonym","not unfriendly","person","male",0.5,"unfriendly"
18,5812,"one_slider",12,"Stephen","moral","morphological","positive","moral","person","male",0.74,"immoral"
18,4849,"one_slider",13,"Jennifer","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.55,"unsuccessful"
18,4838,"one_slider",14,"Veronica","educated","morphological","neg_antonym","not uneducated","person","female",0.6,"uneducated"
18,3299,"one_slider",15,"Alicia","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.51,"unfriendly"
18,2837,"one_slider",16,"Claire","tolerant","morphological","antonym","intolerant","person","female",0.27,"intolerant"
18,5526,"one_slider",17,"Kim","hard-working","lexical","neg_antonym","not lazy","person","female",0.52,"lazy"
18,5623,"one_slider",18,"John","successful","morphological","positive","successful","person","male",0.69,"unsuccessful"
18,4878,"one_slider",19,"Laura","honest","morphological","antonym","dishonest","person","female",0.21,"dishonest"
18,4428,"one_slider",20,"Alexander","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","male",0.53,"lazy"
18,4988,"one_slider",21,"Monica","fat","lexical","neg_antonym","not skinny","person","female",0.54,"skinny"
18,3391,"one_slider",22,"Michelle","tall","lexical","neg_antonym","not short","person","female",0.57,"short"
18,5591,"one_slider",23,"William","educated","morphological","positive","educated","person","male",0.7,"uneducated"
18,3204,"one_slider",24,"Angela","friendly","morphological","positive","friendly","person","female",0.79,"unfriendly"
18,2565,"one_slider",25,"Tom","rich","lexical","positive","rich","person","male",0.83,"poor"
18,3659,"one_slider",26,"Greg","moral","morphological","neg_positive","not moral","person","male",0.27,"immoral"
18,5874,"one_slider",27,"Daniel","fat","lexical","antonym","skinny","person","male",0.26,"skinny"
18,4069,"one_slider",28,"Maya","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.51,"uneducated"
18,3674,"one_slider",29,"David","tolerant","morphological","neg_antonym","not intolerant","person","male",0.66,"intolerant"
18,3565,"one_slider",30,"Kathleen","moral","morphological","neg_antonym","not immoral","person","female",0.64,"immoral"
19,6891,"one_slider",1,"Maya","moral","morphological","neg_positive","not moral","person","female",0.31,"immoral"
19,4603,"one_slider",2,"Veronica","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.51,"unfriendly"
19,3565,"one_slider",3,"Alexander","brave","lexical","antonym","cowardly","person","male",0.14,"cowardly"
19,5021,"one_slider",4,"Gabriel","tall","lexical","positive","tall","person","male",0.8,"short"
19,3077,"one_slider",5,"Kathleen","old","lexical","positive","old","person","female",0.77,"young"
19,3000,"one_slider",6,"Cameron","hard-working","lexical","positive","hard-working","person","male",0.89,"lazy"
19,3713,"one_slider",7,"Lucas","friendly","morphological","antonym","unfriendly","person","male",0.1,"unfriendly"
19,96852,"one_slider",8,"John","hard-working","lexical","neg_positive","not hard-working","person","male",0.4,"lazy"
19,3932,"one_slider",9,"Claire","friendly","morphological","positive","friendly","person","female",0.75,"unfriendly"
19,7779,"one_slider",10,"Melinda","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.45,"uneducated"
19,4825,"one_slider",11,"Michelle","tolerant","morphological","antonym","intolerant","person","female",0.07,"intolerant"
19,7617,"one_slider",12,"William","hard-working","lexical","neg_antonym","not lazy","person","male",0.68,"lazy"
19,3329,"one_slider",13,"Michael","educated","morphological","neg_positive","not educated","person","male",0.12,"uneducated"
19,3932,"one_slider",14,"Anthony","rich","lexical","antonym","poor","person","male",0.07,"poor"
19,2922,"one_slider",15,"Stephanie","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.5,"poor"
19,4593,"one_slider",16,"Tom","tall","lexical","neg_positive","not tall","person","male",0.27,"short"
19,4045,"one_slider",17,"Laura","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.43,"cowardly"
19,2575,"one_slider",18,"Alicia","fat","lexical","antonym","skinny","person","female",0.11,"skinny"
19,3426,"one_slider",19,"Monica","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.53,"lazy"
19,5820,"one_slider",20,"Sophia","tolerant","morphological","neg_antonym","not intolerant","person","female",0.63,"intolerant"
19,2981,"one_slider",21,"Stephen","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","male",0.46,"unsuccessful"
19,6434,"one_slider",22,"Eric","fat","lexical","neg_positive","not fat","person","male",0.39,"skinny"
19,3280,"one_slider",23,"Julia","honest","morphological","positive","honest","person","female",0.83,"dishonest"
19,4033,"one_slider",24,"Jennifer","moral","morphological","antonym","immoral","person","female",0.14,"immoral"
19,3325,"one_slider",25,"David","brave","lexical","neg_antonym","not cowardly","person","male",0.64,"cowardly"
19,4345,"one_slider",26,"Daniel","rich","lexical","neg_positive","not rich","person","male",0.37,"poor"
19,4310,"one_slider",27,"Greg","educated","morphological","neg_antonym","not uneducated","person","male",0.59,"uneducated"
19,3068,"one_slider",28,"Angela","tall","lexical","neg_antonym","not short","person","female",0.68,"short"
19,5803,"one_slider",29,"Lee","successful","morphological","neg_antonym","not unsuccessful","person","male",0.67,"unsuccessful"
19,10450,"one_slider",30,"Kim","successful","morphological","neg_positive","not successful","person","female",0.24,"unsuccessful"
20,9012,"one_slider",1,"John","brave","lexical","positive","brave","person","male",0.69,"cowardly"
20,11382,"one_slider",2,"Greg","tall","lexical","neg_antonym","not short","person","male",0.56,"short"
20,6577,"one_slider",3,"Alexander","educated","morphological","neg_positive","not educated","person","male",0.34,"uneducated"
20,11370,"one_slider",4,"Melinda","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.5,"skinny"
20,7765,"one_slider",5,"Kim","friendly","morphological","antonym","unfriendly","person","female",0.2,"unfriendly"
20,11873,"one_slider",6,"Eric","rich","lexical","neg_antonym","not poor","person","male",0.55,"poor"
20,7173,"one_slider",7,"Claire","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.48,"poor"
20,7800,"one_slider",8,"Lucas","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","male",0.47,"immoral"
20,5603,"one_slider",9,"David","tall","lexical","positive","tall","person","male",0.66,"short"
20,5403,"one_slider",10,"Stephen","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","male",0.49,"short"
20,5077,"one_slider",11,"Cameron","educated","morphological","antonym","uneducated","person","male",0.3,"uneducated"
20,6957,"one_slider",12,"Alicia","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.53,"lazy"
20,7486,"one_slider",13,"Angela","brave","lexical","neg_antonym","not cowardly","person","female",0.64,"cowardly"
20,6237,"one_slider",14,"Laura","old","lexical","antonym","young","person","female",0.33,"young"
20,4331,"one_slider",15,"Daniel","rich","lexical","positive","rich","person","male",0.68,"poor"
20,7397,"one_slider",16,"Sophia","fat","lexical","positive","fat","person","female",0.66,"skinny"
20,5392,"one_slider",17,"Kathleen","tall","lexical","antonym","short","person","female",0.34,"short"
20,4560,"one_slider",18,"Michelle","fat","lexical","antonym","skinny","person","female",0.29,"skinny"
20,9539,"one_slider",19,"Maya","hard-working","lexical","neg_positive","not hard-working","person","female",0.35,"lazy"
20,5229,"one_slider",20,"Veronica","fat","lexical","neg_antonym","not skinny","person","female",0.66,"skinny"
20,5621,"one_slider",21,"Jennifer","hard-working","lexical","positive","hard-working","person","female",0.7,"lazy"
20,5434,"one_slider",22,"Anthony","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.47,"cowardly"
20,8336,"one_slider",23,"Julia","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.5,"intolerant"
20,7550,"one_slider",24,"Gabriel","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","male",0.5,"unsuccessful"
20,8322,"one_slider",25,"William","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","male",0.49,"unfriendly"
20,7610,"one_slider",26,"Tom","brave","lexical","neg_positive","not brave","person","male",0.31,"cowardly"
20,8040,"one_slider",27,"Lee","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.48,"uneducated"
20,4872,"one_slider",28,"Monica","tolerant","morphological","antonym","intolerant","person","female",0.32,"intolerant"
20,7138,"one_slider",29,"Stephanie","hard-working","lexical","neg_antonym","not lazy","person","female",0.69,"lazy"
20,8519,"one_slider",30,"Michael","educated","morphological","neg_antonym","not uneducated","person","male",0.59,"uneducated"
21,10874,"one_slider",1,"David","successful","morphological","antonym","unsuccessful","person","male",0,"unsuccessful"
21,10874,"one_slider",2,"Lucas","friendly","morphological","neg_antonym","not unfriendly","person","male",0.78,"unfriendly"
21,7699,"one_slider",3,"Cameron","rich","lexical","neg_positive","not rich","person","male",0.1,"poor"
21,12077,"one_slider",4,"Monica","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.53,"young"
21,7919,"one_slider",5,"Julia","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.43,"immoral"
21,13283,"one_slider",6,"Laura","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.4,"cowardly"
21,4023,"one_slider",7,"Tom","friendly","morphological","positive","friendly","person","male",0.91,"unfriendly"
21,5401,"one_slider",8,"Melinda","tall","lexical","neg_positive","not tall","person","female",0.13,"short"
21,7646,"one_slider",9,"William","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.39,"uneducated"
21,5482,"one_slider",10,"Lee","educated","morphological","neg_positive","not educated","person","male",0.19,"uneducated"
21,4107,"one_slider",11,"Stephen","friendly","morphological","neg_positive","not friendly","person","male",0.17,"unfriendly"
21,4211,"one_slider",12,"Alicia","old","lexical","antonym","young","person","female",0.12,"young"
21,6107,"one_slider",13,"Anthony","brave","lexical","neg_positive","not brave","person","male",0.09,"cowardly"
21,5944,"one_slider",14,"Michael","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.56,"poor"
21,4719,"one_slider",15,"Claire","successful","morphological","neg_positive","not successful","person","female",0.13,"unsuccessful"
21,8985,"one_slider",16,"Greg","old","lexical","neg_positive","not old","person","male",0.24,"young"
21,4924,"one_slider",17,"Alexander","tall","lexical","positive","tall","person","male",0.85,"short"
21,37655,"one_slider",18,"Jennifer","fat","lexical","positive","fat","person","female",0.86,"skinny"
21,3895,"one_slider",19,"Kathleen","successful","morphological","neg_antonym","not unsuccessful","person","female",0.06,"unsuccessful"
21,7808,"one_slider",20,"Angela","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.37,"short"
21,4427,"one_slider",21,"Eric","hard-working","lexical","positive","hard-working","person","male",0.88,"lazy"
21,7062,"one_slider",22,"Maya","brave","lexical","antonym","cowardly","person","female",0.04,"cowardly"
21,3755,"one_slider",23,"Michelle","educated","morphological","positive","educated","person","female",0.92,"uneducated"
21,4020,"one_slider",24,"Kim","tolerant","morphological","neg_positive","not tolerant","person","female",0.12,"intolerant"
21,4155,"one_slider",25,"Gabriel","educated","morphological","antonym","uneducated","person","male",0.06,"uneducated"
21,5997,"one_slider",26,"John","honest","morphological","antonym","dishonest","person","male",0.11,"dishonest"
21,8003,"one_slider",27,"Sophia","hard-working","lexical","neg_antonym","not lazy","person","female",0.74,"lazy"
21,4685,"one_slider",28,"Veronica","friendly","morphological","antonym","unfriendly","person","female",0.09,"unfriendly"
21,4492,"one_slider",29,"Daniel","tolerant","morphological","positive","tolerant","person","male",0.92,"intolerant"
21,5754,"one_slider",30,"Stephanie","honest","morphological","neg_antonym","not dishonest","person","female",0.76,"dishonest"
22,8789,"one_slider",1,"Stephen","tolerant","morphological","antonym","intolerant","person","male",0.01,"intolerant"
22,11853,"one_slider",2,"Sophia","educated","morphological","neg_antonym","not uneducated","person","female",0.92,"uneducated"
22,4783,"one_slider",3,"David","brave","lexical","neg_positive","not brave","person","male",0.05,"cowardly"
22,4800,"one_slider",4,"Tom","friendly","morphological","neg_positive","not friendly","person","male",0,"unfriendly"
22,4414,"one_slider",5,"Kathleen","successful","morphological","neg_antonym","not unsuccessful","person","female",0.02,"unsuccessful"
22,6970,"one_slider",6,"Stephanie","fat","lexical","positive","fat","person","female",0.43,"skinny"
22,15806,"one_slider",7,"Kim","tall","lexical","antonym","short","person","female",0.04,"short"
22,6167,"one_slider",8,"Claire","friendly","morphological","positive","friendly","person","female",0.94,"unfriendly"
22,2912,"one_slider",9,"Laura","moral","morphological","antonym","immoral","person","female",0.98,"immoral"
22,2862,"one_slider",10,"Cameron","successful","morphological","antonym","unsuccessful","person","male",0,"unsuccessful"
22,3075,"one_slider",11,"William","educated","morphological","neg_positive","not educated","person","male",0.01,"uneducated"
22,3143,"one_slider",12,"Julia","moral","morphological","neg_positive","not moral","person","female",0,"immoral"
22,2960,"one_slider",13,"Maya","honest","morphological","neg_positive","not honest","person","female",0.01,"dishonest"
22,2623,"one_slider",14,"Michelle","moral","morphological","neg_antonym","not immoral","person","female",0.02,"immoral"
22,5972,"one_slider",15,"Anthony","hard-working","lexical","positive","hard-working","person","male",1,"lazy"
22,4342,"one_slider",16,"Angela","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.51,"poor"
22,4718,"one_slider",17,"Lee","rich","lexical","antonym","poor","person","male",0.19,"poor"
22,3200,"one_slider",18,"Jennifer","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.47,"unsuccessful"
22,3449,"one_slider",19,"Monica","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.48,"immoral"
22,6373,"one_slider",20,"Alicia","tall","lexical","positive","tall","person","female",1,"short"
22,2961,"one_slider",21,"Lucas","fat","lexical","antonym","skinny","person","male",0.04,"skinny"
22,3611,"one_slider",22,"Greg","old","lexical","neg_antonym","not young","person","male",0.84,"young"
22,6079,"one_slider",23,"Alexander","rich","lexical","positive","rich","person","male",0.98,"poor"
22,5800,"one_slider",24,"Veronica","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.5,"skinny"
22,5489,"one_slider",25,"Melinda","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.52,"cowardly"
22,3912,"one_slider",26,"Eric","tolerant","morphological","neg_positive","not tolerant","person","male",0.07,"intolerant"
22,4630,"one_slider",27,"John","brave","lexical","neg_antonym","not cowardly","person","male",0.96,"cowardly"
22,8691,"one_slider",28,"Michael","fat","lexical","neg_positive","not fat","person","male",0.25,"skinny"
22,3906,"one_slider",29,"Gabriel","old","lexical","neg_positive","not old","person","male",0.21,"young"
22,2879,"one_slider",30,"Daniel","friendly","morphological","antonym","unfriendly","person","male",0.16,"unfriendly"
23,8177,"one_slider",1,"Eric","fat","lexical","neg_positive","not fat","person","male",0.41,"skinny"
23,6199,"one_slider",2,"Kathleen","fat","lexical","positive","fat","person","female",0.92,"skinny"
23,10203,"one_slider",3,"Maya","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.53,"lazy"
23,5503,"one_slider",4,"Michelle","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.53,"poor"
23,5442,"one_slider",5,"Julia","successful","morphological","positive","successful","person","female",0.78,"unsuccessful"
23,9755,"one_slider",6,"Sophia","tolerant","morphological","positive","tolerant","person","female",0.71,"intolerant"
23,3950,"one_slider",7,"Stephen","friendly","morphological","positive","friendly","person","male",0.72,"unfriendly"
23,4509,"one_slider",8,"Veronica","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.51,"unfriendly"
23,3477,"one_slider",9,"John","old","lexical","positive","old","person","male",0.79,"young"
23,3453,"one_slider",10,"Gabriel","brave","lexical","neg_positive","not brave","person","male",0.28,"cowardly"
23,5659,"one_slider",11,"Melinda","tolerant","morphological","neg_antonym","not intolerant","person","female",0.7,"intolerant"
23,5727,"one_slider",12,"Lucas","rich","lexical","neg_antonym","not poor","person","male",0.71,"poor"
23,4241,"one_slider",13,"Greg","hard-working","lexical","antonym","lazy","person","male",0.18,"lazy"
23,2802,"one_slider",14,"Laura","rich","lexical","antonym","poor","person","female",0.21,"poor"
23,4218,"one_slider",15,"Monica","honest","morphological","neg_antonym","not dishonest","person","female",0.74,"dishonest"
23,2991,"one_slider",16,"Anthony","moral","morphological","neg_antonym","not immoral","person","male",0.74,"immoral"
23,3229,"one_slider",17,"Angela","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.51,"cowardly"
23,4972,"one_slider",18,"Tom","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.49,"skinny"
23,15909,"one_slider",19,"Stephanie","honest","morphological","antonym","dishonest","person","female",0.21,"dishonest"
23,3939,"one_slider",20,"Kim","old","lexical","neg_antonym","not young","person","female",0.75,"young"
23,3409,"one_slider",21,"Jennifer","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.51,"unsuccessful"
23,3622,"one_slider",22,"Alicia","brave","lexical","antonym","cowardly","person","female",0.26,"cowardly"
23,4008,"one_slider",23,"William","hard-working","lexical","neg_positive","not hard-working","person","male",0.28,"lazy"
23,3406,"one_slider",24,"Claire","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.5,"young"
23,4063,"one_slider",25,"Daniel","tall","lexical","positive","tall","person","male",0.74,"short"
23,5827,"one_slider",26,"David","fat","lexical","neg_antonym","not skinny","person","male",0.77,"skinny"
23,3802,"one_slider",27,"Michael","successful","morphological","neg_antonym","not unsuccessful","person","male",0.69,"unsuccessful"
23,4062,"one_slider",28,"Lee","tolerant","morphological","neg_positive","not tolerant","person","male",0.22,"intolerant"
23,4183,"one_slider",29,"Alexander","friendly","morphological","neg_positive","not friendly","person","male",0.31,"unfriendly"
23,3950,"one_slider",30,"Cameron","old","lexical","antonym","young","person","male",0.14,"young"
24,21833,"one_slider",1,"Angela","honest","morphological","antonym","dishonest","person","female",0.1,"dishonest"
24,10599,"one_slider",2,"Lucas","honest","morphological","neg_antonym","not dishonest","person","male",0.92,"dishonest"
24,7382,"one_slider",3,"Kim","old","lexical","neg_antonym","not young","person","female",0.71,"young"
24,5241,"one_slider",4,"William","successful","morphological","positive","successful","person","male",0.93,"unsuccessful"
24,4304,"one_slider",5,"Laura","honest","morphological","positive","honest","person","female",0.94,"dishonest"
24,7774,"one_slider",6,"Eric","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","male",0.52,"lazy"
24,5102,"one_slider",7,"Julia","brave","lexical","antonym","cowardly","person","female",0.05,"cowardly"
24,5095,"one_slider",8,"John","rich","lexical","neg_positive","not rich","person","male",0.36,"poor"
24,6653,"one_slider",9,"Alexander","friendly","morphological","positive","friendly","person","male",0.95,"unfriendly"
24,8297,"one_slider",10,"Claire","tolerant","morphological","antonym","intolerant","person","female",0.06,"intolerant"
24,5115,"one_slider",11,"Monica","tall","lexical","neg_positive","not tall","person","female",0.26,"short"
24,5820,"one_slider",12,"Stephanie","hard-working","lexical","antonym","lazy","person","female",0.04,"lazy"
24,4750,"one_slider",13,"Michael","rich","lexical","neg_antonym","not poor","person","male",0.7,"poor"
24,21664,"one_slider",14,"Anthony","tolerant","morphological","neg_antonym","not intolerant","person","male",0.73,"intolerant"
24,8898,"one_slider",15,"David","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","male",0.51,"unsuccessful"
24,4428,"one_slider",16,"Sophia","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.5,"skinny"
24,5172,"one_slider",17,"Kathleen","successful","morphological","antonym","unsuccessful","person","female",0.06,"unsuccessful"
24,4295,"one_slider",18,"Jennifer","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.53,"short"
24,6922,"one_slider",19,"Daniel","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.56,"uneducated"
24,5016,"one_slider",20,"Alicia","fat","lexical","antonym","skinny","person","female",0.04,"skinny"
24,4608,"one_slider",21,"Veronica","moral","morphological","positive","moral","person","female",0.95,"immoral"
24,5501,"one_slider",22,"Tom","hard-working","lexical","neg_antonym","not lazy","person","male",0.8,"lazy"
24,6200,"one_slider",23,"Melinda","tall","lexical","neg_antonym","not short","person","female",0.64,"short"
24,7172,"one_slider",24,"Lee","honest","morphological","neg_positive","not honest","person","male",0.11,"dishonest"
24,4993,"one_slider",25,"Stephen","educated","morphological","antonym","uneducated","person","male",0.13,"uneducated"
24,6935,"one_slider",26,"Maya","fat","lexical","neg_positive","not fat","person","female",0.24,"skinny"
24,4500,"one_slider",27,"Michelle","old","lexical","positive","old","person","female",0.91,"young"
24,4803,"one_slider",28,"Cameron","hard-working","lexical","positive","hard-working","person","male",0.95,"lazy"
24,4828,"one_slider",29,"Greg","educated","morphological","positive","educated","person","male",0.92,"uneducated"
24,4233,"one_slider",30,"Gabriel","rich","lexical","positive","rich","person","male",0.97,"poor"
25,8831,"one_slider",1,"Michelle","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.5,"uneducated"
25,3297,"one_slider",2,"Kathleen","successful","morphological","neg_antonym","not unsuccessful","person","female",0.14,"unsuccessful"
25,4172,"one_slider",3,"Monica","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.44,"cowardly"
25,3398,"one_slider",4,"Cameron","friendly","morphological","positive","friendly","person","male",0.87,"unfriendly"
25,2342,"one_slider",5,"John","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.47,"dishonest"
25,2267,"one_slider",6,"Eric","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.49,"intolerant"
25,3346,"one_slider",7,"Julia","honest","morphological","neg_antonym","not dishonest","person","female",0.76,"dishonest"
25,2479,"one_slider",8,"Tom","friendly","morphological","neg_antonym","not unfriendly","person","male",0.82,"unfriendly"
25,2657,"one_slider",9,"Michael","hard-working","lexical","positive","hard-working","person","male",0.95,"lazy"
25,2288,"one_slider",10,"Lee","successful","morphological","positive","successful","person","male",0.94,"unsuccessful"
25,2619,"one_slider",11,"Daniel","fat","lexical","antonym","skinny","person","male",0.19,"skinny"
25,4815,"one_slider",12,"Claire","tolerant","morphological","neg_antonym","not intolerant","person","female",0.17,"intolerant"
25,2013,"one_slider",13,"Kim","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.5,"immoral"
25,2741,"one_slider",14,"Stephanie","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.47,"young"
25,2619,"one_slider",15,"Melinda","old","lexical","antonym","young","person","female",0.18,"young"
25,2707,"one_slider",16,"Alexander","tall","lexical","neg_positive","not tall","person","male",0.35,"short"
25,2565,"one_slider",17,"Laura","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.53,"skinny"
25,3086,"one_slider",18,"Sophia","brave","lexical","neg_antonym","not cowardly","person","female",0.89,"cowardly"
25,2466,"one_slider",19,"Jennifer","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.53,"lazy"
25,2986,"one_slider",20,"Maya","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.48,"poor"
25,2848,"one_slider",21,"Lucas","moral","morphological","neg_positive","not moral","person","male",0.15,"immoral"
25,2397,"one_slider",22,"Anthony","honest","morphological","neg_positive","not honest","person","male",0.15,"dishonest"
25,2182,"one_slider",23,"Angela","tolerant","morphological","positive","tolerant","person","female",0.79,"intolerant"
25,1721,"one_slider",24,"Stephen","tall","lexical","positive","tall","person","male",0.88,"short"
25,2143,"one_slider",25,"Alicia","tolerant","morphological","antonym","intolerant","person","female",0.12,"intolerant"
25,2572,"one_slider",26,"Gabriel","educated","morphological","neg_positive","not educated","person","male",0.18,"uneducated"
25,2028,"one_slider",27,"William","rich","lexical","neg_positive","not rich","person","male",0.25,"poor"
25,2396,"one_slider",28,"Veronica","tolerant","morphological","neg_positive","not tolerant","person","female",0.45,"intolerant"
25,2666,"one_slider",29,"David","old","lexical","neg_positive","not old","person","male",0.34,"young"
25,2234,"one_slider",30,"Greg","successful","morphological","neg_positive","not successful","person","male",0.21,"unsuccessful"
26,5303,"one_slider",1,"Sophia","successful","morphological","positive","successful","person","female",0.86,"unsuccessful"
26,3935,"one_slider",2,"Cameron","friendly","morphological","antonym","unfriendly","person","male",0.1,"unfriendly"
26,2205,"one_slider",3,"Veronica","educated","morphological","positive","educated","person","female",0.94,"uneducated"
26,3871,"one_slider",4,"Julia","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.51,"poor"
26,3371,"one_slider",5,"Daniel","honest","morphological","antonym","dishonest","person","male",0.16,"dishonest"
26,2607,"one_slider",6,"Angela","successful","morphological","neg_antonym","not unsuccessful","person","female",0.85,"unsuccessful"
26,3084,"one_slider",7,"Michelle","educated","morphological","neg_positive","not educated","person","female",0.22,"uneducated"
26,2141,"one_slider",8,"Monica","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.51,"unfriendly"
26,2802,"one_slider",9,"Stephanie","old","lexical","neg_antonym","not young","person","female",0.8,"young"
26,2518,"one_slider",10,"Claire","moral","morphological","positive","moral","person","female",0.85,"immoral"
26,2947,"one_slider",11,"Jennifer","tall","lexical","neg_antonym","not short","person","female",0.8,"short"
26,2237,"one_slider",12,"Maya","tall","lexical","positive","tall","person","female",0.82,"short"
26,2401,"one_slider",13,"Stephen","tolerant","morphological","positive","tolerant","person","male",0.84,"intolerant"
26,2657,"one_slider",14,"Kathleen","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","female",0.48,"dishonest"
26,3222,"one_slider",15,"Laura","moral","morphological","antonym","immoral","person","female",0.15,"immoral"
26,6306,"one_slider",16,"John","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.53,"uneducated"
26,3208,"one_slider",17,"Alicia","fat","lexical","antonym","skinny","person","female",0.2,"skinny"
26,2361,"one_slider",18,"Melinda","brave","lexical","positive","brave","person","female",0.8,"cowardly"
