"workerid","rt","trial_type","trial_num","name","positive","sentence_type","adjective","referent","gender","noun","response","antonym"
16,3816,"one_slider",3,"Stephanie","interesting","positive","interesting","person","female","level of interestingness",0.77,"uninteresting"
16,4775,"one_slider",4,"Daniel","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.48,"unforgiving"
16,3561,"one_slider",5,"Anthony","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","male","level of interestingness",0.42,"uninteresting"
16,27070,"one_slider",6,"Jennifer","polite","antonym","impolite","person","female","level of politeness",0.22,"impolite"
16,3071,"one_slider",7,"David","attractive","positive","attractive","person","male","level of attractiveness",0.67,"unattractive"
16,2797,"one_slider",8,"Greg","polite","neither_pos_nor_ant","neither polite nor impolite","person","male","level of politeness",0.51,"impolite"
16,2366,"one_slider",9,"Lee","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","male","level of intelligence",0.48,"unintelligent"
16,3604,"one_slider",10,"Veronica","forgiving","neg_antonym","not unforgiving","person","female","level of forgivingness",0.7,"unforgiving"
16,4612,"one_slider",11,"Melinda","polite","neg_antonym","not impolite","person","female","level of politeness",0.69,"impolite"
16,3803,"one_slider",12,"Claire","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.67,"uninteresting"
16,6168,"one_slider",13,"Cameron","intelligent","neg_positive","not intelligent","person","male","level of intelligence",0.25,"unintelligent"
16,3325,"one_slider",14,"Michael","attractive","neg_antonym","not unattractive","person","male","level of attractiveness",0.76,"unattractive"
16,3717,"one_slider",15,"Gabriel","happy","neg_positive","not happy","person","male","level of happiness",0.16,"unhappy"
16,43311,"one_slider",16,"Monica","interesting","neg_positive","not interesting","person","female","level of interestingness",0.15,"uninteresting"
16,2381,"one_slider",17,"Tom","intelligent","neg_antonym","not unintelligent","person","male","level of intelligence",0.66,"unintelligent"
16,2824,"one_slider",18,"John","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","male","level of attractiveness",0.52,"unattractive"
16,3785,"one_slider",19,"Laura","intelligent","positive","intelligent","person","female","level of intelligence",0.75,"unintelligent"
16,2725,"one_slider",20,"Eric","polite","positive","polite","person","male","level of politeness",0.79,"impolite"
16,2991,"one_slider",21,"Julia","forgiving","antonym","unforgiving","person","female","level of forgivingness",0.19,"unforgiving"
16,2488,"one_slider",22,"Lucas","attractive","antonym","unattractive","person","male","level of attractiveness",0.24,"unattractive"
16,2908,"one_slider",23,"Stephen","happy","neither_pos_nor_ant","neither happy nor unhappy","person","male","level of happiness",0.52,"unhappy"
16,3474,"one_slider",24,"William","forgiving","positive","forgiving","person","male","level of forgivingness",0.73,"unforgiving"
16,3929,"one_slider",25,"Maya","interesting","antonym","uninteresting","person","female","level of interestingness",0.14,"uninteresting"
16,4009,"one_slider",26,"Alicia","polite","neg_positive","not polite","person","female","level of politeness",0.19,"impolite"
16,2646,"one_slider",27,"Alexander","happy","positive","happy","person","male","level of happiness",0.65,"unhappy"
16,2621,"one_slider",28,"Kim","intelligent","antonym","unintelligent","person","female","level of intelligence",0.15,"unintelligent"
16,2129,"one_slider",29,"Michelle","attractive","neg_positive","not attractive","person","female","level of attractiveness",0.23,"unattractive"
16,2820,"one_slider",30,"Kathleen","happy","antonym","unhappy","person","female","level of happiness",0.11,"unhappy"
17,27378,"one_slider",1,"Julia","happy","antonym","unhappy","person","female","level of happiness",0,"unhappy"
17,16939,"one_slider",2,"Cameron","interesting","positive","interesting","person","male","level of interestingness",0.87,"uninteresting"
17,11641,"one_slider",3,"John","forgiving","positive","forgiving","person","male","level of forgivingness",0.93,"unforgiving"
17,10200,"one_slider",4,"Sophia","interesting","neg_positive","not interesting","person","female","level of interestingness",0.36,"uninteresting"
17,14474,"one_slider",5,"Alicia","intelligent","neg_positive","not intelligent","person","female","level of intelligence",0.3,"unintelligent"
17,9561,"one_slider",6,"Kim","forgiving","antonym","unforgiving","person","female","level of forgivingness",0.11,"unforgiving"
17,15146,"one_slider",7,"Michelle","polite","antonym","impolite","person","female","level of politeness",0,"impolite"
17,9610,"one_slider",8,"Kathleen","interesting","neg_antonym","not uninteresting","person","female","level of interestingness",0.69,"uninteresting"
17,11105,"one_slider",9,"Daniel","attractive","antonym","unattractive","person","male","level of attractiveness",0.09,"unattractive"
17,12962,"one_slider",10,"Alexander","intelligent","antonym","unintelligent","person","male","level of intelligence",0.19,"unintelligent"
17,6593,"one_slider",11,"Eric","polite","neg_antonym","not impolite","person","male","level of politeness",0.76,"impolite"
17,18858,"one_slider",12,"Greg","happy","neg_antonym","not unhappy","person","male","level of happiness",0.59,"unhappy"
17,11409,"one_slider",13,"Gabriel","forgiving","neg_positive","not forgiving","person","male","level of forgivingness",0.2,"unforgiving"
17,10178,"one_slider",14,"Veronica","attractive","neg_antonym","not unattractive","person","female","level of attractiveness",0.61,"unattractive"
17,10602,"one_slider",15,"Michael","intelligent","positive","intelligent","person","male","level of intelligence",1,"unintelligent"
17,6745,"one_slider",16,"Lee","forgiving","neg_antonym","not unforgiving","person","male","level of forgivingness",0.77,"unforgiving"
17,13842,"one_slider",17,"Lucas","polite","neither_pos_nor_ant","neither polite nor impolite","person","male","level of politeness",0.48,"impolite"
17,9345,"one_slider",18,"Laura","polite","neg_positive","not polite","person","female","level of politeness",0.23,"impolite"
17,11153,"one_slider",19,"Maya","attractive","neg_positive","not attractive","person","female","level of attractiveness",0.1,"unattractive"
17,6065,"one_slider",20,"Angela","polite","positive","polite","person","female","level of politeness",1,"impolite"
17,8745,"one_slider",21,"Jennifer","intelligent","neither_pos_nor_ant","neither intelligent nor unintelligent","person","female","level of intelligence",0.48,"unintelligent"
17,5336,"one_slider",22,"Tom","attractive","positive","attractive","person","male","level of attractiveness",1,"unattractive"
17,8827,"one_slider",23,"Stephanie","happy","neither_pos_nor_ant","neither happy nor unhappy","person","female","level of happiness",0.48,"unhappy"
17,11177,"one_slider",24,"Claire","intelligent","neg_antonym","not unintelligent","person","female","level of intelligence",0.67,"unintelligent"
17,6936,"one_slider",25,"Monica","interesting","neither_pos_nor_ant","neither interesting nor uninteresting","person","female","level of interestingness",0.48,"uninteresting"
17,8721,"one_slider",26,"Melinda","happy","neg_positive","not happy","person","female","level of happiness",0.23,"unhappy"
17,6457,"one_slider",27,"Anthony","attractive","neither_pos_nor_ant","neither attractive nor unattractive","person","male","level of attractiveness",0.47,"unattractive"
17,8490,"one_slider",28,"Stephen","happy","positive","happy","person","male","level of happiness",1,"unhappy"
17,9097,"one_slider",29,"David","forgiving","neither_pos_nor_ant","neither forgiving nor unforgiving","person","male","level of forgivingness",0.48,"unforgiving"
17,11641,"one_slider",30,"William","interesting","antonym","uninteresting","person","male","level of interestingness",0.07,"uninteresting"
